4,1,9,1,4,"ERR_load_KDF_strings@15-18@crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/kdf/kdf_err.c","crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/kdf/kdf_err.c","ERR_load_KDF_strings","ERR_load_KDF_strings( void)",15,18
24,8,134,2,27,"OSSL_CRMF_MSG_push0_regCtrl@89-115@crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_lib.c","crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_lib.c","OSSL_CRMF_MSG_push0_regCtrl","OSSL_CRMF_MSG_push0_regCtrl( OSSL_CRMF_MSG * crm , OSSL_CRMF_ATTRIBUTETYPEANDVALUE * ctrl)",89,115
15,5,71,3,16,"OSSL_CRMF_MSG_set0_SinglePubInfo@124-139@crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_lib.c","crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_lib.c","OSSL_CRMF_MSG_set0_SinglePubInfo","OSSL_CRMF_MSG_set0_SinglePubInfo( OSSL_CRMF_SINGLEPUBINFO * spi , int method , GENERAL_NAME * nm)",124,139
13,5,71,2,14,"OSSL_CRMF_MSG_PKIPublicationInfo_push0_SinglePubInfo@142-155@crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_lib.c","crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_lib.c","OSSL_CRMF_MSG_PKIPublicationInfo_push0_SinglePubInfo","OSSL_CRMF_MSG_PKIPublicationInfo_push0_SinglePubInfo( OSSL_CRMF_PKIPUBLICATIONINFO * pi , OSSL_CRMF_SINGLEPUBINFO * spi)",142,155
11,4,47,2,12,"OSSL_CRMF_MSG_set_PKIPublicationInfo_action@157-168@crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_lib.c","crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_lib.c","OSSL_CRMF_MSG_set_PKIPublicationInfo_action","OSSL_CRMF_MSG_set_PKIPublicationInfo_action( OSSL_CRMF_PKIPUBLICATIONINFO * pi , int action)",157,168
21,6,122,2,27,"OSSL_CRMF_CERTID_gen@177-203@crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_lib.c","crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_lib.c","OSSL_CRMF_CERTID_gen","OSSL_CRMF_CERTID_gen( const X509_NAME * issuer , const ASN1_INTEGER * serial)",177,203
21,7,111,2,24,"OSSL_CRMF_MSG_push0_regInfo@215-238@crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_lib.c","crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_lib.c","OSSL_CRMF_MSG_push0_regInfo","OSSL_CRMF_MSG_push0_regInfo( OSSL_CRMF_MSG * crm , OSSL_CRMF_ATTRIBUTETYPEANDVALUE * ri)",215,238
8,3,39,1,8,"OSSL_CRMF_MSG_get0_tmpl@248-255@crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_lib.c","crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_lib.c","OSSL_CRMF_MSG_get0_tmpl","OSSL_CRMF_MSG_get0_tmpl( const OSSL_CRMF_MSG * crm)",248,255
16,3,83,3,18,"OSSL_CRMF_MSG_set0_validity@258-275@crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_lib.c","crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_lib.c","OSSL_CRMF_MSG_set0_validity","OSSL_CRMF_MSG_set0_validity( OSSL_CRMF_MSG * crm , ASN1_TIME * notBefore , ASN1_TIME * notAfter)",258,275
8,4,55,2,9,"OSSL_CRMF_MSG_set_certReqId@278-286@crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_lib.c","crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_lib.c","OSSL_CRMF_MSG_set_certReqId","OSSL_CRMF_MSG_set_certReqId( OSSL_CRMF_MSG * crm , int rid)",278,286
17,4,80,1,18,"crmf_asn1_get_int@289-306@crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_lib.c","crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_lib.c","crmf_asn1_get_int","crmf_asn1_get_int( const ASN1_INTEGER * a)",289,306
8,3,44,1,8,"OSSL_CRMF_MSG_get_certReqId@308-315@crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_lib.c","crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_lib.c","OSSL_CRMF_MSG_get_certReqId","OSSL_CRMF_MSG_get_certReqId( const OSSL_CRMF_MSG * crm)",308,315
16,3,77,2,19,"OSSL_CRMF_MSG_set0_extensions@318-336@crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_lib.c","crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_lib.c","OSSL_CRMF_MSG_set0_extensions","OSSL_CRMF_MSG_set0_extensions( OSSL_CRMF_MSG * crm , X509_EXTENSIONS * exts)",318,336
24,7,123,2,27,"OSSL_CRMF_MSG_push0_extension@339-365@crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_lib.c","crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_lib.c","OSSL_CRMF_MSG_push0_extension","OSSL_CRMF_MSG_push0_extension( OSSL_CRMF_MSG * crm , X509_EXTENSION * ext)",339,365
17,5,108,6,19,"create_popo_signature@367-385@crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_lib.c","crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_lib.c","create_popo_signature","create_popo_signature( OSSL_CRMF_POPOSIGNINGKEY * ps , const OSSL_CRMF_CERTREQUEST * cr , EVP_PKEY * pkey , const EVP_MD * digest , OSSL_LIB_CTX * libctx , const char * propq)",367,385
56,15,300,6,65,"OSSL_CRMF_MSG_create_popo@388-452@crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_lib.c","crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_lib.c","OSSL_CRMF_MSG_create_popo","OSSL_CRMF_MSG_create_popo( int meth , OSSL_CRMF_MSG * crm , EVP_PKEY * pkey , const EVP_MD * digest , OSSL_LIB_CTX * libctx , const char * propq)",388,452
63,15,343,5,71,"OSSL_CRMF_MSGS_verify_popo@455-525@crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_lib.c","crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_lib.c","OSSL_CRMF_MSGS_verify_popo","OSSL_CRMF_MSGS_verify_popo( const OSSL_CRMF_MSGS * reqs , int rid , int acceptRAVerified , OSSL_LIB_CTX * libctx , const char * propq)",455,525
4,2,20,1,4,"OSSL_CRMF_CERTTEMPLATE_get0_serialNumber@529-532@crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_lib.c","crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_lib.c","OSSL_CRMF_CERTTEMPLATE_get0_serialNumber","OSSL_CRMF_CERTTEMPLATE_get0_serialNumber( const OSSL_CRMF_CERTTEMPLATE * tmpl)",529,532
4,2,20,1,4,"OSSL_CRMF_CERTTEMPLATE_get0_subject@535-538@crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_lib.c","crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_lib.c","OSSL_CRMF_CERTTEMPLATE_get0_subject","OSSL_CRMF_CERTTEMPLATE_get0_subject( const OSSL_CRMF_CERTTEMPLATE * tmpl)",535,538
4,2,20,1,4,"OSSL_CRMF_CERTTEMPLATE_get0_issuer@542-545@crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_lib.c","crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_lib.c","OSSL_CRMF_CERTTEMPLATE_get0_issuer","OSSL_CRMF_CERTTEMPLATE_get0_issuer( const OSSL_CRMF_CERTTEMPLATE * tmpl)",542,545
4,2,20,1,4,"OSSL_CRMF_CERTTEMPLATE_get0_extensions@548-551@crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_lib.c","crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_lib.c","OSSL_CRMF_CERTTEMPLATE_get0_extensions","OSSL_CRMF_CERTTEMPLATE_get0_extensions( const OSSL_CRMF_CERTTEMPLATE * tmpl)",548,551
5,3,32,1,5,"OSSL_CRMF_CERTID_get0_issuer@554-558@crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_lib.c","crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_lib.c","OSSL_CRMF_CERTID_get0_issuer","OSSL_CRMF_CERTID_get0_issuer( const OSSL_CRMF_CERTID * cid)",554,558
4,2,20,1,4,"OSSL_CRMF_CERTID_get0_serialNumber@561-564@crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_lib.c","crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_lib.c","OSSL_CRMF_CERTID_get0_serialNumber","OSSL_CRMF_CERTID_get0_serialNumber( const OSSL_CRMF_CERTID * cid)",561,564
23,10,149,5,23,"OSSL_CRMF_CERTTEMPLATE_fill@570-592@crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_lib.c","crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_lib.c","OSSL_CRMF_CERTTEMPLATE_fill","OSSL_CRMF_CERTTEMPLATE_fill( OSSL_CRMF_CERTTEMPLATE * tmpl , EVP_PKEY * pubkey , const X509_NAME * subject , const X509_NAME * issuer , const ASN1_INTEGER * serial)",570,592
90,22,618,4,107,"OSSL_CRMF_ENCRYPTEDVALUE_get1_encCert@603-709@crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_lib.c","crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_lib.c","OSSL_CRMF_ENCRYPTEDVALUE_get1_encCert","OSSL_CRMF_ENCRYPTEDVALUE_get1_encCert( const OSSL_CRMF_ENCRYPTEDVALUE * ecert , OSSL_LIB_CTX * libctx , const char * propq , EVP_PKEY * pkey)",603,709
43,10,256,5,75,"OSSL_CRMF_pbmp_new@41-115@crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_pbm.c","crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_pbm.c","OSSL_CRMF_pbmp_new","OSSL_CRMF_pbmp_new( OSSL_LIB_CTX * libctx , size_t slen , int owfnid , size_t itercnt , int macnid)",41,115
79,28,570,9,106,"OSSL_CRMF_pbm_new@128-233@crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_pbm.c","crypto_codebases/openssl/openssl_2022/ccn_lib/crypto/crmf/crmf_pbm.c","OSSL_CRMF_pbm_new","OSSL_CRMF_pbm_new( OSSL_LIB_CTX * libctx , const char * propq , const OSSL_CRMF_PBMPARAMETER * pbmp , const unsigned char * msg , size_t msglen , const unsigned char * sec , size_t seclen , unsigned char ** out , size_t * outlen)",128,233
